employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
142,34,No,travel_frequently,556.26,,1,3,,4,male,,2,2, healthcare representative ,1,single,4492.84,11681.39,0,no,20,4.0,3,,0,14.0,3,3.0,13,,4,9,1989,,yes
143,30,No,travel_rarely,369.26, research & development ,1,3,medical,4,male,,3,1, research scientist ,2,,2982.5,7754.5,0,yes,21,4.0,1,,1,12.0,2,3.0,11,,5,7,1993,35790.0,yes
144,54,No,travel_rarely,1834.34,,3,3,life sciences,4,male,,3,4, research director ,4,married,14815.83,38521.17,3,no,14,3.0,1,full time,0,36.0,2,3.0,10,,0,9,1969,177790.0,yes
145,31,No,travel_rarely,556.26,,24,3,medical,3,female,,2,2, healthcare representative ,1,single,4492.84,11681.39,1,no,19,,2,part time,0,10.0,2,3.0,10,,1,8,1992,53914.11,no
146,44,No,non_travel,1879.12,,5,3,,2,male,,3,5, manager ,2,married,15177.5,39461.5,7,no,11,3.0,3,full time,1,26.0,5,3.0,22,,3,10,1979,182130.0,yes
147,55,No,non_travel,1400.8,,8,1,,4,male,175.1,2,4, healthcare representative ,2,divorced,,29416.83,1,yes,15,3.0,4,full time,1,,3,3.0,33,,15,0,1968,135770.0,no
148,44,No,travel_rarely,1979.92,,4,2,life sciences,3,male,247.49,4,5, manager ,1,divorced,15991.67,41578.33,1,no,14,3.0,4,full time,2,,4,2.0,25,,14,13,1979,191900.0,no
149,34,No,travel_frequently,556.26, human resources ,11,3,life sciences,3,male,,2,2, human resources ,2,,4492.84,11681.39,4,no,11,3.0,4,,2,14.0,5,4.0,10,,1,8,1989,,yes
150,39,No,non_travel,1766.66,,13,4,,3,female,220.83,2,4, manager ,2,divorced,,37099.83,6,yes,13,3.0,4,full time,2,,4,3.0,19,,15,2,1984,171230.0,no
151,55,No,travel_rarely,1979.61,,2,2,medical,4,female,,1,5, manager ,3,,15989.17,41571.83,4,,14,,4,full time,1,23.0,5,3.0,19,,9,11,1968,191870.0,yes
152,51,No,non_travel,1582.77,,5,3,life sciences,3,male,197.85,3,4, manager ,2,,12783.92,33238.2,1,,11,3.0,2,full time,1,,2,3.0,33,,0,10,1972,153407.07,yes
153,58,Yes,non_travel,1032.57,,14,4,medical,14,female,,2,3, manufacturing director ,1,married,8340.0,21684.0,7,,14,3.0,4,,0,,0,2.0,10,,5,9,1965,,yes
154,48,No,non_travel,1032.49,,4,3,life sciences,4,male,129.06,3,3, manufacturing director ,4,single,8339.32,21682.23,1,no,11,3.0,3,part time,0,11.0,2,3.0,10,,0,8,1975,100071.84,yes
155,29,No,travel_rarely,824.16, human resources ,17,3,,2,male,,2,3, human resources ,1,single,6656.67,17307.33,1,,13,3.0,1,part time,0,,3,2.0,10,,0,9,1994,79880.0,no
156,34,No,non_travel,556.26,,3,3,other,4,male,,1,2, sales executive ,1,single,4492.84,11681.39,3,no,18,,4,part time,0,15.0,2,3.0,13,,3,12,1989,53914.11,yes
157,42,No,travel_frequently,290.04,,9,2,,1,female,,3,1, laboratory technician ,4,,2342.59,6090.75,1,,13,3.0,3,,0,12.0,3,3.0,12,,5,8,1981,,yes
158,57,No,travel_rarely,556.26,,1,2,life sciences,2,male,,4,2, research scientist ,3,married,4492.84,11681.39,0,no,24,4.0,1,part time,1,13.0,2,2.0,12,,2,8,1966,53914.11,yes
159,34,Yes,travel_rarely,556.26,,24,4,,1,female,,2,2, sales executive ,2,single,,11681.39,0,yes,23,4.0,3,part time,0,16.0,2,4.0,15,,10,10,1989,53914.11,no
160,54,No,travel_frequently,1582.77,,11,4,medical,2,female,,3,4, manager ,4,,12783.92,33238.2,3,no,20,,1,,1,26.0,2,3.0,14,,1,12,1969,,yes
161,34,No,travel_rarely,730.79,,1,3,,4,male,91.35,2,3, sales executive ,3,,5902.5,15346.5,1,,14,3.0,4,part time,0,,3,3.0,10,,8,6,1989,70830.0,no
162,29,No,non_travel,487.29,,3,1,medical,2,male,,3,1, laboratory technician ,1,single,3935.83,10233.17,1,,18,3.0,4,,0,,3,,10,,1,5,1994,,yes
163,35,No,travel_rarely,351.52,,28,3,life sciences,2,male,,4,2, laboratory technician ,3,,2839.17,7381.83,1,,17,,4,part time,2,,3,2.0,10,,6,8,1988,34070.0,yes
164,35,Yes,non_travel,556.26,,12,4,other,4,male,69.53,3,2, sales executive ,4,,4492.84,11681.39,3,,24,4.0,1,part time,0,13.0,2,4.0,11,,6,7,1988,53914.11,yes
165,34,No,travel_rarely,302.2,,19,3,life sciences,2,female,37.77,2,1, research scientist ,4,married,2440.83,6346.17,1,no,12,3.0,2,full time,0,10.0,3,3.0,10,,8,7,1989,29290.0,yes
166,43,No,non_travel,556.26,,2,3,,4,male,,3,2, sales executive ,4,,4492.84,11681.39,1,yes,17,3.0,1,part time,1,10.0,3,3.0,10,,8,8,1980,53914.11,no
167,58,No,non_travel,1582.77,,2,3,medical,2,male,197.85,3,4, manager ,2,divorced,12783.92,33238.2,4,no,22,4.0,4,full time,1,37.0,0,2.0,16,,14,14,1965,153407.07,yes
168,36,No,travel_rarely,556.26, sales ,14,4,,14,female,,2,2, sales executive ,3,married,4492.84,11681.39,1,yes,13,3.0,1,part time,1,10.0,4,3.0,10,,1,7,1987,53914.11,no
169,43,No,travel_rarely,1032.49,,11,3,life sciences,1,male,129.06,3,3, healthcare representative ,3,married,8339.32,21682.23,1,,17,3.0,2,part time,1,10.0,1,3.0,10,,0,9,1980,100071.84,yes
170,55,No,non_travel,1973.98,,26,4,human resources,3,male,246.75,4,5, manager ,2,married,,41453.67,4,yes,18,3.0,1,full time,1,35.0,0,3.0,10,,1,4,1968,191324.62,yes
171,42,No,non_travel,556.26, research & development ,23,2,,4,male,,2,2, research scientist ,3,single,,11681.39,1,,12,3.0,4,,0,20.0,2,3.0,20,,3,7,1981,53914.11,yes
172,40,No,non_travel,556.26,,11,3,technical degree,4,female,,3,2, laboratory technician ,3,married,4492.84,11681.39,1,,11,,1,,1,10.0,2,4.0,10,,9,4,1983,,yes
173,56,Yes,non_travel,290.04, research & development ,7,2,technical degree,4,male,,3,1, laboratory technician ,3,married,,6090.75,8,no,11,3.0,4,part time,1,14.0,4,1.0,10,,9,8,1967,28111.13,yes
174,39,No,travel_rarely,1241.29,,33,1,marketing,33,female,,2,4, sales executive ,4,,10025.83,26067.17,0,,11,3.0,1,full time,1,,2,2.0,20,,9,6,1984,120310.0,yes
175,53,No,travel_rarely,1591.67,,2,4,life sciences,1,female,198.96,2,4, manager ,4,married,12855.83,33425.17,2,no,16,3.0,3,full time,0,,3,3.0,25,,3,7,1970,154270.0,yes
176,27,No,travel_frequently,1032.49,,8,3,,4,male,,3,3, sales executive ,3,single,8339.32,21682.23,1,no,15,3.0,4,,0,9.0,0,3.0,9,,1,7,1996,,no
177,30,No,travel_frequently,556.26,,1,2,,3,female,69.53,3,2, laboratory technician ,4,,4492.84,11681.39,1,,23,4.0,4,part time,0,12.0,2,,12,,3,7,1993,53914.11,yes
178,35,No,non_travel,1032.49,,18,5,life sciences,2,male,,3,3, sales executive ,1,married,8339.32,21682.23,1,,22,4.0,4,,1,9.0,3,2.0,9,,1,8,1988,,yes
179,32,No,travel_rarely,635.76, research & development ,1,3,medical,1,male,,3,2, manufacturing director ,4,married,5135.0,13351.0,1,yes,22,4.0,2,,1,9.0,3,3.0,9,,7,8,1991,61620.0,yes
180,30,No,travel_rarely,528.87,,1,1,life sciences,4,male,,2,2, laboratory technician ,4,married,4271.67,11106.33,1,,12,3.0,3,part time,2,,1,,10,,3,0,1993,51260.0,no
181,46,Yes,non_travel,992.44, sales ,9,2,medical,3,male,124.05,2,3, sales executive ,4,,8015.83,20841.17,1,no,16,3.0,4,part time,0,9.0,3,3.0,9,,4,7,1977,96190.0,no
182,30,No,travel_rarely,556.26,,4,2,,3,female,,2,2, sales executive ,2,,4492.84,11681.39,1,yes,12,3.0,2,part time,3,11.0,4,2.0,11,,2,7,1993,53914.11,no
183,32,No,non_travel,516.9,,6,4,,2,male,,3,2, sales executive ,3,single,4175.0,10855.0,1,no,16,3.0,1,,0,12.0,0,3.0,11,,5,7,1991,,yes
184,35,No,travel_rarely,1032.49,,37,5,marketing,3,male,,3,3, sales executive ,2,married,8339.32,21682.23,1,,13,3.0,1,part time,2,,3,3.0,10,,0,6,1988,100071.84,no
185,32,No,non_travel,1032.49,,8,3,marketing,2,female,,3,3, sales executive ,4,single,8339.32,21682.23,1,,14,3.0,4,part time,0,9.0,2,3.0,9,,3,7,1991,100071.84,yes
186,41,No,travel_rarely,290.04, research & development ,34,3,life sciences,1,male,,3,1, research scientist ,3,divorced,,6090.75,4,no,12,3.0,1,part time,1,,2,3.0,9,,1,8,1982,28111.13,yes
187,40,No,travel_rarely,1963.72,,4,1,medical,4,female,,3,5, manager ,3,,15860.83,41238.17,1,no,14,3.0,2,full time,1,21.0,2,3.0,20,,9,9,1983,190330.0,no
188,45,No,non_travel,1582.77,,2,2,,1,male,,2,4, manager ,4,married,12783.92,33238.2,9,no,23,4.0,4,,1,22.0,1,3.0,20,,11,8,1978,,yes
189,32,Yes,travel_rarely,1073.02,,4,4,,4,male,,1,3, sales executive ,4,married,8666.67,22533.33,1,no,11,3.0,3,full time,0,14.0,2,2.0,14,,9,8,1991,104000.0,no
190,30,No,non_travel,1032.49, research & development ,1,1,life sciences,3,male,129.06,2,3, manufacturing director ,3,,8339.32,21682.23,1,no,22,4.0,3,part time,0,,2,3.0,11,,5,8,1993,100071.84,yes
191,37,No,non_travel,1032.49,,11,3,,2,male,,3,3, research director ,4,,,21682.23,1,,14,3.0,3,part time,3,,1,3.0,10,,0,7,1986,100071.84,yes
192,37,No,non_travel,288.17,,4,4,,1,male,,3,1, sales representative ,4,divorced,2327.5,6051.5,4,no,17,3.0,3,,1,13.0,2,3.0,9,,5,8,1986,,no
193,40,No,non_travel,556.26,,24,2,technical degree,1,male,,3,2, research scientist ,4,,4492.84,11681.39,1,no,17,3.0,1,,2,,3,3.0,9,,4,7,1983,,no
194,36,No,non_travel,585.41,,24,4,,2,female,,3,2, laboratory technician ,2,married,4728.33,12293.67,7,,15,3.0,3,full time,1,11.0,3,3.0,9,,0,8,1987,56740.0,yes
195,32,No,travel_rarely,556.26,,7,3,life sciences,4,male,,2,2, sales executive ,3,married,4492.84,11681.39,1,,14,3.0,3,part time,1,13.0,3,2.0,13,,4,8,1991,53914.11,yes
196,38,No,non_travel,1032.49,,25,2,life sciences,1,female,,2,3, research director ,2,,,21682.23,3,,17,3.0,3,part time,1,,2,3.0,10,,0,1,1985,100071.84,yes
197,30,No,travel_rarely,556.26,,28,2,,4,female,,3,2, research scientist ,4,married,4492.84,11681.39,1,no,13,3.0,4,part time,2,11.0,2,3.0,10,,1,9,1993,53914.11,yes
198,39,No,non_travel,1980.64,,1,1,,2,male,247.58,3,5, manager ,3,,,41593.5,1,,14,3.0,3,full time,1,21.0,3,3.0,21,,1,6,1984,191970.0,yes
199,60,No,non_travel,1973.98,,7,3,life sciences,1,female,,3,5, manager ,1,,15943.72,41453.67,5,no,11,3.0,4,full time,0,33.0,5,1.0,29,,11,10,1963,191324.62,yes
200,30,No,non_travel,867.9,,22,4,other,3,female,108.49,3,3, sales executive ,1,,7010.0,18226.0,0,,11,3.0,3,part time,0,10.0,3,3.0,9,,7,8,1993,84120.0,yes
201,31,No,travel_rarely,1032.49, research & development ,9,1,,3,male,,3,3, manufacturing director ,2,divorced,8339.32,21682.23,1,no,25,4.0,4,part time,1,,6,4.0,13,,0,8,1992,100071.84,yes
202,33,Yes,non_travel,345.43,,3,3,life sciences,1,male,43.18,3,1, research scientist ,1,single,2790.0,7254.0,1,yes,11,3.0,1,full time,0,,3,3.0,10,,9,7,1990,33480.0,no
203,50,No,non_travel,290.04,,28,1,medical,4,male,,4,1, laboratory technician ,3,married,2342.59,6090.75,1,yes,11,,3,,3,20.0,3,3.0,20,,3,8,1973,,yes
204,32,No,non_travel,547.75, research & development ,24,4,life sciences,1,male,68.47,3,2, laboratory technician ,4,,4424.17,11502.83,1,no,15,,4,part time,2,10.0,2,3.0,10,,4,7,1991,53090.0,yes
205,42,No,non_travel,556.26,,29,3,,2,male,,3,2, manufacturing director ,2,,4492.84,11681.39,1,,13,3.0,4,,1,10.0,3,2.0,9,,7,8,1981,,yes
206,49,Yes,non_travel,789.7, sales ,11,3,marketing,3,female,,3,3, sales executive ,4,married,6378.33,16583.67,1,no,18,3.0,1,part time,2,,3,4.0,9,,7,7,1974,76540.0,no
207,27,No,non_travel,1321.46,,5,1,,3,male,,2,3, research director ,4,divorced,10673.33,27750.67,1,,16,3.0,2,full time,1,,3,3.0,9,,0,8,1996,128080.0,yes
208,33,No,travel_rarely,556.26,,1,3,medical,1,male,69.53,4,2, sales executive ,1,divorced,4492.84,11681.39,1,,22,,1,part time,1,9.0,5,3.0,9,,0,8,1990,53914.11,yes
209,52,No,non_travel,1582.77, research & development ,26,4,,3,female,,2,4, manufacturing director ,4,married,12783.92,33238.2,3,no,22,4.0,3,full time,0,31.0,3,3.0,9,,0,0,1971,153407.07,no
210,32,No,non_travel,556.26,,5,2,life sciences,2,male,69.53,3,2, sales executive ,2,,4492.84,11681.39,1,no,14,3.0,4,part time,1,10.0,3,3.0,10,,5,3,1991,53914.11,yes
211,36,No,non_travel,679.51,,14,1,life sciences,3,male,,3,2, healthcare representative ,4,,5488.33,14269.67,0,,17,3.0,1,full time,1,,2,2.0,16,,4,11,1987,65860.0,no
212,31,No,non_travel,556.26, sales ,20,2,,4,female,,3,2, sales executive ,3,,4492.84,11681.39,1,,13,3.0,4,,1,,2,2.0,9,,0,0,1992,53914.11,no
213,36,No,travel_rarely,259.9,,2,4,medical,3,male,32.49,3,1, laboratory technician ,3,single,2099.17,5457.83,4,no,21,4.0,3,part time,0,,6,3.0,11,,3,9,1987,25190.0,yes
214,52,No,non_travel,1764.18,,1,2,life sciences,4,male,,3,4, manager ,4,married,,37047.83,2,,15,3.0,2,full time,1,26.0,2,,9,,7,8,1971,170990.0,yes
215,33,No,non_travel,1582.77,,17,3,,4,male,,3,4, manager ,3,single,12783.92,33238.2,1,,11,3.0,4,full time,0,10.0,2,3.0,10,,6,0,1990,153407.07,no
216,45,No,non_travel,556.26,,23,2,life sciences,4,male,,3,2, laboratory technician ,1,,4492.84,11681.39,1,yes,15,3.0,3,part time,1,9.0,2,3.0,9,,0,8,1978,53914.11,yes
217,36,No,travel_rarely,1032.49, research & development ,12,5,,4,female,129.06,2,3, manufacturing director ,4,,8339.32,21682.23,0,,11,3.0,2,part time,0,15.0,2,2.0,14,,7,8,1987,100071.84,yes
218,49,No,non_travel,1353.65,,8,4,,4,male,,2,4, sales executive ,2,,10933.33,28426.67,6,,17,3.0,2,full time,1,22.0,3,3.0,9,,2,3,1974,131200.0,no
219,29,Yes,non_travel,1032.49,,23,1,,4,female,,2,3, sales executive ,1,,8339.32,21682.23,1,,13,,1,part time,1,11.0,3,1.0,11,,3,10,1994,100071.84,yes
220,29,No,non_travel,323.04,,6,1,,2,female,,3,1, laboratory technician ,4,married,2609.17,6783.83,1,,13,3.0,1,,1,,5,3.0,10,,0,8,1994,,no
221,37,No,non_travel,556.26, research & development ,1,3,life sciences,4,female,,2,2, manufacturing director ,4,married,4492.84,11681.39,1,,13,3.0,2,part time,1,14.0,2,2.0,14,,3,11,1986,53914.11,yes
222,33,No,travel_rarely,1032.49,,10,5,,4,male,129.06,4,3, sales executive ,3,,,21682.23,0,,14,3.0,4,part time,2,,3,3.0,9,,0,8,1990,100071.84,yes
223,34,No,travel_frequently,458.51,,19,3,medical,3,female,,3,2, laboratory technician ,2,divorced,,9628.67,4,no,13,3.0,3,part time,2,15.0,2,4.0,11,,5,10,1989,44440.0,yes
224,28,No,non_travel,688.59,,1,3,,3,female,,1,2, laboratory technician ,4,married,5561.67,14460.33,0,no,11,3.0,1,,3,10.0,6,3.0,9,,7,5,1995,,yes
225,31,No,non_travel,1016.48,,2,4,,4,female,,3,3, sales executive ,3,,,21346.0,1,yes,19,3.0,1,part time,1,10.0,5,2.0,10,,9,6,1992,98520.0,yes
226,42,No,non_travel,1842.8,,2,1,life sciences,3,male,,3,4, manager ,3,,14884.17,38698.83,0,yes,13,,4,full time,0,21.0,3,2.0,20,,2,10,1981,178610.0,no
227,40,No,travel_rarely,556.26,,2,3,life sciences,3,male,,3,2, research scientist ,4,single,,11681.39,1,,13,3.0,3,part time,0,9.0,4,3.0,9,,8,8,1983,53914.11,yes
228,34,No,non_travel,556.26,,15,2,medical,3,female,,3,2, sales executive ,1,single,4492.84,11681.39,1,,12,3.0,4,,0,,6,4.0,10,,9,6,1989,,yes
229,58,No,travel_rarely,1973.98,,1,3,,4,female,,3,5, research director ,1,,,41453.67,3,,21,4.0,3,full time,1,,3,3.0,9,,1,5,1965,191324.62,no
230,31,Yes,travel_frequently,768.24,,1,5,,3,female,,4,3, manufacturing director ,2,,6205.0,16133.0,1,,11,3.0,1,,0,,2,3.0,10,,4,7,1992,,yes
231,40,No,non_travel,1419.37,,8,1,,4,male,,2,3, research director ,2,,11464.17,29806.83,2,no,11,3.0,3,full time,1,16.0,5,3.0,9,,4,8,1983,137570.0,yes
232,53,No,non_travel,1712.49,,2,3,medical,4,male,,4,4, research director ,2,single,13831.67,35962.33,4,no,12,3.0,2,full time,0,35.0,2,2.0,9,,8,8,1970,165980.0,yes
233,34,No,non_travel,1582.77, research & development ,15,3,,2,male,197.85,3,4, research director ,1,,12783.92,33238.2,7,,14,3.0,4,full time,2,16.0,3,2.0,14,,6,9,1989,153407.07,yes
234,35,No,travel_rarely,1032.49,,16,3,life sciences,4,female,,2,3, healthcare representative ,2,single,8339.32,21682.23,1,no,19,3.0,4,,0,,3,1.0,11,,3,3,1988,,yes
235,37,No,non_travel,442.1,,13,3,,1,male,55.26,3,2, research scientist ,4,married,,9284.17,1,,17,3.0,1,part time,0,,2,3.0,10,,3,7,1986,42850.0,yes
236,42,No,travel_frequently,1044.54,,2,3,,4,male,,3,3, healthcare representative ,4,,,21935.33,2,yes,14,3.0,3,full time,1,24.0,3,1.0,20,,13,9,1981,101240.0,yes
237,45,No,non_travel,1032.49,,1,4,,1,male,,3,3, healthcare representative ,2,divorced,8339.32,21682.23,1,,12,3.0,1,part time,3,,4,3.0,10,,7,7,1978,100071.84,yes
238,30,Yes,travel_rarely,1002.24,,1,3,,2,male,,2,2, sales executive ,1,married,,21047.0,1,no,11,3.0,4,full time,1,,4,3.0,10,,6,7,1993,97140.0,yes
239,38,No,travel_rarely,1023.9,,14,3,life sciences,3,male,,3,2, sales executive ,2,married,,21502.0,0,,11,3.0,4,full time,1,10.0,3,3.0,9,,7,7,1985,99240.0,yes
240,50,No,non_travel,1160.2,,20,5,medical,2,male,,3,4, healthcare representative ,3,,,24364.17,2,,15,3.0,3,full time,1,32.0,3,3.0,30,,12,13,1973,112450.0,no
241,39,No,travel_rarely,316.64,,3,2,,3,male,,2,2, laboratory technician ,3,,2557.5,6649.5,0,,15,3.0,4,,1,,3,,10,,0,7,1984,,yes
242,34,No,travel_rarely,556.26,,3,3,,4,female,,3,2, research scientist ,2,,4492.84,11681.39,1,no,12,3.0,3,part time,1,11.0,2,3.0,11,,7,9,1989,53914.11,yes
243,54,No,travel_rarely,1582.77, research & development ,22,5,,2,female,,3,4, manager ,3,,,33238.2,3,,25,4.0,3,full time,1,36.0,6,3.0,10,,4,7,1969,153407.07,yes
244,41,No,travel_rarely,953.44,,6,3,marketing,4,male,,3,3, sales executive ,3,,7700.83,20022.17,1,no,12,3.0,2,part time,0,,3,3.0,10,,8,7,1982,92410.0,no
245,39,No,non_travel,667.75,,1,3,life sciences,4,male,83.47,3,2, laboratory technician ,4,married,5393.33,14022.67,1,,15,3.0,4,full time,1,,2,3.0,9,,5,8,1984,64720.0,yes
246,40,No,travel_rarely,1973.98,,7,4,,2,male,,3,5, manager ,2,,15943.72,41453.67,1,no,14,3.0,2,full time,0,,3,2.0,21,,12,8,1983,191324.62,no
247,33,No,non_travel,315.2,,4,3,technical degree,4,male,,3,2, research scientist ,2,,,6619.17,5,no,15,,4,part time,2,11.0,2,2.0,9,,1,7,1990,30550.0,yes
248,36,No,non_travel,858.52,,10,3,life sciences,4,male,,3,3, healthcare representative ,1,,6934.17,18028.83,7,,13,3.0,4,part time,1,15.0,1,3.0,12,,5,7,1987,83210.0,no
249,33,No,non_travel,324.28,,8,4,life sciences,4,male,,4,1, research scientist ,1,married,,6809.83,6,no,19,3.0,2,full time,1,14.0,1,3.0,10,,7,6,1990,31430.0,yes
250,34,No,travel_rarely,556.26,,8,2,,2,male,,4,2, sales executive ,3,,4492.84,11681.39,1,no,21,4.0,3,,2,10.0,5,3.0,10,,4,8,1989,,no
251,29,No,travel_frequently,290.04, research & development ,46,1,medical,4,male,,3,1, laboratory technician ,4,married,2342.59,6090.75,1,no,13,,2,part time,0,,3,4.0,11,,3,10,1994,28111.13,no
252,46,No,travel_rarely,885.03,,2,2,life sciences,4,male,,3,3, manufacturing director ,4,divorced,7148.33,18585.67,3,,14,3.0,3,part time,1,12.0,4,2.0,9,,4,7,1977,85780.0,yes
253,27,No,travel_rarely,556.26,,23,1,medical,2,female,,2,2, sales representative ,3,married,4492.84,11681.39,1,no,21,4.0,4,part time,1,,5,3.0,9,,5,8,1996,53914.11,no
254,31,No,non_travel,433.02,,36,3,life sciences,2,male,,3,2, laboratory technician ,3,divorced,3497.5,9093.5,1,no,11,3.0,1,,1,10.0,2,3.0,10,,0,2,1992,,no
255,45,No,travel_rarely,556.26, research & development ,25,2,life sciences,2,female,,2,2, manufacturing director ,4,,4492.84,11681.39,0,no,13,,4,,2,10.0,2,2.0,9,,3,8,1978,,yes
256,34,No,travel_rarely,1020.19,,1,3,marketing,1,male,,3,3, sales executive ,4,,8240.0,21424.0,1,no,21,4.0,1,part time,0,14.0,3,2.0,14,,2,1,1989,98880.0,no
257,31,No,non_travel,556.26, research & development ,1,3,life sciences,4,male,69.53,1,2, research scientist ,1,married,4492.84,11681.39,1,,21,,2,part time,0,10.0,6,3.0,10,,8,7,1992,53914.11,yes
258,35,No,non_travel,556.26,,7,4,,3,female,69.53,3,2, sales executive ,4,,4492.84,11681.39,1,yes,11,3.0,4,part time,0,10.0,2,3.0,10,,0,9,1988,53914.11,no
259,39,No,travel_rarely,1376.45,,15,4,marketing,2,male,,3,4, sales executive ,1,single,,28905.5,0,no,12,3.0,1,full time,0,21.0,3,3.0,20,,11,10,1984,133410.0,no
260,40,No,travel_rarely,585.72,,2,2,marketing,2,female,,3,2, sales executive ,2,married,4730.83,12300.17,3,no,14,3.0,3,,1,,4,3.0,11,,5,10,1983,,yes
261,30,No,travel_rarely,290.04,,1,2,medical,4,male,,3,1, laboratory technician ,2,married,2342.59,6090.75,1,no,13,3.0,3,,0,12.0,6,2.0,12,,1,7,1993,,no
262,47,No,non_travel,1032.49, research & development ,1,1,,3,female,,3,3, research director ,2,married,8339.32,21682.23,0,no,18,3.0,1,part time,2,14.0,3,1.0,13,,5,12,1976,100071.84,yes
263,52,No,non_travel,290.04,,29,4,,1,male,,3,1, sales representative ,4,divorced,2342.59,6090.75,2,,15,3.0,2,part time,2,16.0,3,,9,,0,0,1971,28111.13,yes
264,49,No,travel_frequently,556.26,,8,1,,3,male,,2,2, research scientist ,2,married,4492.84,11681.39,1,no,23,4.0,4,part time,1,10.0,3,3.0,10,,1,7,1974,53914.11,yes
265,33,No,travel_frequently,300.13,,19,4,life sciences,19,female,,3,1, research scientist ,3,married,,6302.83,1,,11,3.0,3,full time,0,,3,3.0,8,,3,0,1990,29090.0,yes
266,32,No,non_travel,290.04,,2,2,life sciences,4,male,,3,1, laboratory technician ,4,,2342.59,6090.75,0,,13,3.0,3,part time,0,8.0,2,2.0,7,,3,6,1991,28111.13,yes
267,38,No,travel_frequently,982.84, research & development ,23,3,,4,male,,2,3, manufacturing director ,3,,7938.33,20639.67,0,no,21,4.0,2,part time,0,,2,3.0,9,,1,8,1985,95260.0,yes
268,36,No,travel_rarely,556.26, research & development ,27,3,medical,3,male,,3,2, healthcare representative ,3,,4492.84,11681.39,6,,13,3.0,2,part time,2,17.0,3,2.0,7,,7,7,1987,53914.11,yes
269,42,No,non_travel,704.17,,8,4,,3,male,,3,2, sales executive ,2,,5687.5,14787.5,0,,11,,4,,1,10.0,2,3.0,9,,4,2,1981,,no
270,31,No,non_travel,556.26, research & development ,7,4,life sciences,4,male,,3,2, laboratory technician ,4,divorced,4492.84,11681.39,3,no,22,4.0,4,part time,1,,3,2.0,7,,1,7,1992,53914.11,no
271,31,No,travel_rarely,456.44,,8,4,,3,female,,3,2, manufacturing director ,4,single,3686.67,9585.33,1,no,23,4.0,4,part time,0,11.0,2,3.0,11,,1,8,1992,44240.0,no
272,51,No,non_travel,561.37,,21,4,marketing,3,male,,3,2, sales executive ,4,,4534.17,11788.83,0,,22,4.0,4,,0,11.0,2,1.0,10,,1,0,1972,,yes
273,34,Yes,travel_frequently,626.68,,7,3,,1,male,,1,2, laboratory technician ,3,,5061.67,13160.33,1,yes,24,4.0,4,full time,0,9.0,3,,9,,0,6,1989,60740.0,yes
274,36,No,non_travel,1032.49,,11,2,technical degree,2,female,129.06,3,3, sales executive ,4,,8339.32,21682.23,0,no,14,3.0,3,part time,1,10.0,6,3.0,9,,2,8,1987,100071.84,no
275,30,No,travel_frequently,290.04,,23,3,,1,male,36.25,1,1, research scientist ,3,divorced,2342.59,6090.75,1,no,25,4.0,3,part time,3,,2,2.0,10,,0,9,1993,28111.13,no
276,33,No,non_travel,634.11,,12,2,,12,male,79.26,3,2, sales executive ,2,married,,13316.33,0,,13,3.0,1,full time,1,,2,4.0,7,7.0,0,7,1990,61460.0,yes
277,31,Yes,non_travel,636.79,,6,4,life sciences,2,male,,1,2, sales executive ,3,married,5143.33,13372.67,4,,18,3.0,2,full time,0,,3,2.0,7,,7,7,1992,61720.0,no
278,41,No,travel_rarely,1032.49,,23,1,,3,male,129.06,3,3, sales executive ,3,divorced,8339.32,21682.23,3,yes,13,3.0,3,part time,1,,2,3.0,9,,0,7,1982,100071.84,no
279,26,No,travel_rarely,290.04,,25,1,,3,female,,3,1, human resources ,3,,2342.59,6090.75,1,,23,4.0,4,,1,8.0,3,3.0,8,,5,7,1997,,yes
280,32,No,non_travel,481.62,,9,2,,4,male,,1,2, sales executive ,4,divorced,,10114.0,0,no,17,3.0,4,part time,3,,2,4.0,8,,0,7,1991,46680.0,yes
